"Type";"Start Port";"Start Week";"Destination";"Duration";"Weight";"Pickup Interval";"Cargo";"Cranes";"Ice Class";"Bi Fuel";"Rate";"Currency";"Discharge Time";"Port Days";"SSHINC";"Demurage";"Signing Fee";"Cargo Volume";"Floor Strength";"Maintenance Period";"Monthly Payment Date";"Penalty";"Broker";"Commission"
"Voyage Charter";"Rotterdam";18;"Tallinn";2;12121;0;"Coal";FALSE;TRUE;FALSE;19.51;"USD";0;5;TRUE;13610;0.06;0;0;0;0;5444;"Worldwide Freight";0.02
"Voyage Charter";"Hai Phong";18;"Wilhelmshaven";10;69198;0;"Coal";FALSE;FALSE;FALSE;15.2;"USD";0;8;TRUE;20250;0.35;0;0;0;0;8100;"Allseas Cargo";0.02
"Voyage Charter";"Melbourne";18;"Chiba";6;65576;0;"Iron Ore";FALSE;FALSE;FALSE;10.64;"USD";0;17;TRUE;17405;0.04;0;0;0;0;6962;"Blue Mountain Logistics";0.05
"Voyage Charter";"New York";18;"Tubarao";5;30417;0;"Agribulk";FALSE;FALSE;FALSE;14.2;"USD";0;-3;TRUE;17628;0.39;0;0;0;0;7051;"Crafters Group";0.05
"Voyage Charter";"Dalian";19;"Corpus Christi";13;75539;0;"Manufactureds";FALSE;FALSE;FALSE;8.52;"USD";0;23;FALSE;17190;0.29;0;0;0;0;6876;"Bosman Freight Forwarders";0.04
"Voyage Charter";"Dalian";19;"Mina Qaboos";5;61839;0;"Manufactureds";FALSE;FALSE;FALSE;20.01;"USD";0;-2;TRUE;17523;0.18;0;0;0;0;7009;"Bosman Freight Forwarders";0.02
"Voyage Charter";"Richards Bay";19;"Cape Town";2;12944;0;"Coal";FALSE;FALSE;FALSE;26.25;"USD";0;8;TRUE;11343;0.42;0;0;0;0;4537;"Allseas Cargo";0.01
"Voyage Charter";"Shanghai";19;"New York";11;87699;0;"Bauxite";FALSE;FALSE;FALSE;11.48;"USD";0;7;FALSE;20010;0.24;0;0;0;0;8004;"Mann Global Logistics";0.01
"Voyage Charter";"San Antonio";19;"Gothenburg";8;56478;0;"Iron Ore";FALSE;TRUE;FALSE;17.28;"USD";0;15;TRUE;16415;0.15;0;0;0;0;6566;"Crafters Group";0.01
"Voyage Charter";"Antwerp";19;"Hamburg";1;5507;0;"Agribulk";FALSE;FALSE;FALSE;15;"USD";0;1;TRUE;11905;0.07;0;0;0;0;4762;"Worldwide Freight";0.03
"Voyage Charter";"Antwerp";19;"Nouadhibou";2;15215;0;"Agribulk";FALSE;FALSE;FALSE;12.14;"USD";0;6;TRUE;14613;0.03;0;0;0;0;5845;"ABC Logisitcs";0.05
"Voyage Charter";"Corpus Christi";19;"Rotterdam";5;39719;0;"Coal";FALSE;FALSE;FALSE;14.05;"USD";0;12;FALSE;20250;0.24;0;0;0;0;8100;"Worldwide Freight";0.02
"Contract Of Affreightment";"Corpus Christi";19;"Dunkirk";53;38546;9;"Coal";FALSE;FALSE;FALSE;11.97;"USD";12;0;FALSE;21205;0;0;0;0;0;8482;"Brauner International";0.03
"Voyage Charter";"Rotterdam";19;"Antwerp";1;14269;0;"Steel Products";FALSE;FALSE;FALSE;13.98;"USD";0;-1;FALSE;14233;0.48;0;0;0;0;5693;"Brauner International";0.02
"Voyage Charter";"Shanghai";19;"Tubarao";8;41646;0;"Steam Coal";FALSE;FALSE;FALSE;22.77;"USD";0;9;TRUE;17628;0.09;0;0;0;0;7051;"Allseas Cargo";0.02
"Voyage Charter";"Incheon";19;"Melbourne";6;40720;0;"Manufactureds";FALSE;FALSE;FALSE;15.65;"USD";0;15;FALSE;17405;0.49;0;0;0;0;6962;"Omega Forwarding";0.03
"Voyage Charter";"Marseille";19;"Tubarao";5;23140;0;"Agribulk";FALSE;FALSE;FALSE;25.72;"USD";0;7;FALSE;15193;0.27;0;0;0;0;6077;"Great Eagle Tranport Services";0.05
"Voyage Charter";"Richards Bay";19;"New York";7;85723;0;"Coal";FALSE;FALSE;FALSE;15.53;"USD";0;19;TRUE;20250;0.12;0;0;0;0;8100;"ABC Logisitcs";0.01
"Contract Of Affreightment";"Rotterdam";19;"Hamburg";52;3878;1;"Agribulk";FALSE;FALSE;FALSE;34.48;"USD";6;0;TRUE;13723;0;0;0;0;0;5489;"Worldwide Freight";0.04
"Voyage Charter";"New York";19;"Corpus Christi";3;26344;0;"Alumina";FALSE;FALSE;FALSE;12.77;"USD";0;11;FALSE;15115;0.42;0;0;0;0;6046;"McCorran Freight";0.01
"Voyage Charter";"Rotterdam";19;"Hamburg";1;6544;0;"Agribulk";FALSE;FALSE;FALSE;25.98;"USD";0;3;FALSE;13723;0.08;0;0;0;0;5489;"Brauner International";0.05
"Voyage Charter";"Shanghai";19;"Rio Grande";9;90000;0;"Fertilizers";FALSE;FALSE;FALSE;17.03;"USD";0;11;TRUE;19675;0.23;0;0;0;0;7870;"Crafters Group";0.03
"Voyage Charter";"Tubarao";19;"San Antonio";5;16817;0;"Project";FALSE;FALSE;FALSE;37.01;"USD";0;16;FALSE;16690;0.22;0;0;0;0;6676;"Crafters Group";0.04
"Voyage Charter";"Shanghai";19;"Tallinn";11;81575;0;"Grain";FALSE;TRUE;FALSE;22.42;"USD";0;8;TRUE;20803;0.13;0;0;0;0;8321;"Worldwide Freight";0.04
"Voyage Charter";"New York";19;"Jeddah";9;48979;0;"Agribulk";FALSE;FALSE;FALSE;21.59;"USD";0;10;TRUE;16690;0.18;0;0;0;0;6676;"McCorran Freight";0.02
"Voyage Charter";"Dalian";19;"Mina Saqr";6;38171;0;"Steam Coal";FALSE;FALSE;FALSE;15.18;"USD";0;10;FALSE;18063;0.39;0;0;0;0;7225;"Omega Forwarding";0.02
"Voyage Charter";"Marseille";19;"Rotterdam";3;69203;0;"Bauxite";FALSE;FALSE;FALSE;6.71;"USD";0;8;FALSE;16690;0.4;0;0;0;0;6676;"Brauner International";0.03
"Voyage Charter";"Izmir";19;"Cork";4;68171;0;"Grain";FALSE;FALSE;FALSE;11.85;"USD";0;16;FALSE;19675;0.25;0;0;0;0;7870;"Brauner International";0.03
"Voyage Charter";"Portland";19;"Tubarao";7;42400;0;"Steel Products";FALSE;FALSE;FALSE;15.87;"USD";0;9;FALSE;18063;0.5;0;0;0;0;7225;"Crafters Group";0.02
"Voyage Charter";"Marseille";19;"Gothenburg";2;34512;0;"Fertilizers";FALSE;TRUE;FALSE;9.9;"USD";0;5;FALSE;18063;0.12;0;0;0;0;7225;"Worldwide Freight";0.03
"Voyage Charter";"Rotterdam";20;"Hamburg";1;8825;0;"Agribulk";FALSE;FALSE;FALSE;28;"USD";0;3;TRUE;10975;0.17;0;0;0;0;4390;"Worldwide Freight";0.05
"Voyage Charter";"Jeddah";20;"Kolkata";3;27781;0;"Agribulk";FALSE;FALSE;FALSE;12.13;"USD";0;6;FALSE;20323;0.07;0;0;0;0;8129;"Cargo Excellence";0.05
"Voyage Charter";"Hamburg";20;"Rotterdam";1;5176;0;"Coal";FALSE;FALSE;FALSE;20;"USD";0;2;TRUE;11268;0.09;0;0;0;0;4507;"Brauner International";0.02
"Voyage Charter";"Odessa";20;"Antwerp";6;31799;0;"Steel Products";TRUE;TRUE;FALSE;9.39;"USD";0;5;FALSE;20278;0.13;0;0;0;0;8111;"Bosman Freight Forwarders";0.04
"Voyage Charter";"Shanghai";20;"Corpus Christi";14;67851;0;"Manufactureds";FALSE;FALSE;FALSE;24.28;"USD";0;33;TRUE;27698;0.19;0;0;0;0;11079;"ABC Logisitcs";0.03
"Voyage Charter";"Antwerp";20;"San Antonio";7;36217;0;"Agribulk";FALSE;FALSE;FALSE;26.28;"USD";0;13;FALSE;20278;0.21;0;0;0;0;8111;"Brauner International";0.02
"Voyage Charter";"Chiba";20;"Corpus Christi";13;152277;0;"Steel Products";FALSE;FALSE;FALSE;5.71;"USD";0;25;TRUE;15365;0.32;0;0;0;0;6146;"ABC Logisitcs";0.05
"Time Charter";"Hamburg";20;"Hamburg";5;4592;0;"Ballast";FALSE;FALSE;FALSE;9;"USD";0;0;FALSE;0;0;4592;10;7;15;5494;"McCorran Freight";0.05
"Voyage Charter";"San Antonio";20;"Tubarao";4;34031;0;"Minor Ores";FALSE;FALSE;FALSE;13.21;"USD";0;11;TRUE;17255;0.49;0;0;0;0;6902;"Crafters Group";0.02
"Voyage Charter";"Rotterdam";20;"Dunkirk";1;7048;0;"Minor Ores";FALSE;FALSE;FALSE;11.48;"USD";0;5;TRUE;13735;0.28;0;0;0;0;5494;"ABC Logisitcs";0.03
"Voyage Charter";"Dalian";20;"Antwerp";10;119855;0;"Coal";FALSE;FALSE;FALSE;19.46;"USD";0;9;FALSE;15090;0.36;0;0;0;0;6036;"Brauner International";0.05
"Voyage Charter";"Cape Town";20;"Mumbai";3;23580;0;"Steel Products";FALSE;FALSE;FALSE;21.61;"USD";0;6;TRUE;15193;0.08;0;0;0;0;6077;"Bosman Freight Forwarders";0.05
"Voyage Charter";"Hai Phong";20;"Portland";5;25510;0;"Manufactureds";FALSE;FALSE;FALSE;28.73;"USD";0;7;FALSE;17628;0.29;0;0;0;0;7051;"Bosman Freight Forwarders";0.01
"Voyage Charter";"New York";20;"Corpus Christi";3;18870;0;"Steam Coal";FALSE;FALSE;FALSE;12.84;"USD";0;9;FALSE;15115;0.08;0;0;0;0;6046;"ABC Logisitcs";0.03
"Voyage Charter";"Richards Bay";20;"Rotterdam";7;49872;0;"Coal";FALSE;FALSE;FALSE;17.32;"USD";0;14;FALSE;18063;0.09;0;0;0;0;7225;"BYFCP";0.01
"Voyage Charter";"Rotterdam";20;"Hamburg";1;3922;0;"Agribulk";FALSE;FALSE;FALSE;34.48;"USD";0;6;TRUE;13723;0.13;0;0;0;0;5489;"Worldwide Freight";0.03
"Contract Of Affreightment";"Rotterdam";20;"Tallinn";52;12185;13;"Coal";FALSE;TRUE;FALSE;21.67;"USD";5;0;FALSE;13610;0;0;0;0;0;5444;"ABC Logisitcs";0.01
"Contract Of Affreightment";"Gothenburg";20;"Novorossiysk";52;42138;8;"Steel Products";FALSE;TRUE;FALSE;13.05;"USD";5;0;TRUE;17628;0;0;0;0;0;7051;"Worldwide Freight";0.05
"Voyage Charter";"Portland";20;"New York";10;120932;0;"Grain";FALSE;FALSE;FALSE;12.73;"USD";0;10;TRUE;16875;0.25;0;0;0;0;6750;"ABC Logisitcs";0.01
"Voyage Charter";"Guangzhou";20;"Corpus Christi";13;183773;0;"Steel Products";FALSE;FALSE;FALSE;7.48;"USD";0;29;FALSE;24875;0.3;0;0;0;0;9950;"ABC Logisitcs";0.04
"Voyage Charter";"Chiba";20;"Dampier";5;54409;0;"Steel Products";FALSE;FALSE;FALSE;15.47;"USD";0;15;FALSE;17405;0.4;0;0;0;0;6962;"Omega Forwarding";0.01
"Voyage Charter";"Pasir Gudang";20;"Marseille";9;135384;0;"Alumina";FALSE;FALSE;FALSE;13.21;"USD";0;12;TRUE;16240;0.11;0;0;0;0;6496;"Mann Global Logistics";0.02
"Voyage Charter";"Antwerp";20;"Dunkirk";1;6660;0;"Agribulk";FALSE;FALSE;FALSE;20.59;"USD";0;0;FALSE;13610;0.1;0;0;0;0;5444;"Brauner International";0.01
"Voyage Charter";"Corpus Christi";21;"Portland";11;80896;0;"Coal";FALSE;FALSE;FALSE;14.54;"USD";0;19;TRUE;20010;0.42;0;0;0;0;8004;"McCorran Freight";0.02
"Voyage Charter";"Incheon";21;"Hai Phong";3;76000;0;"Steel Products";FALSE;FALSE;FALSE;8.95;"USD";0;8;FALSE;20010;0.2;0;0;0;0;8004;"Omega Forwarding";0.04
"Voyage Charter";"Hamburg";21;"Newcastle";10;51850;0;"Fertilizers";FALSE;FALSE;FALSE;13.69;"USD";0;8;TRUE;17255;0.14;0;0;0;0;6902;"Worldwide Freight";0.01
"Voyage Charter";"Dalian";21;"Corpus Christi";12;104439;0;"Steel Products";FALSE;FALSE;FALSE;9.19;"USD";0;21;TRUE;18520;0.33;0;0;0;0;7408;"Bosman Freight Forwarders";0.05
"Voyage Charter";"Marseille";21;"Rotterdam";2;37660;0;"Grain";FALSE;FALSE;FALSE;9;"USD";0;-2;FALSE;20250;0.07;0;0;0;0;8100;"Great Eagle Tranport Services";0.05
"Voyage Charter";"Hamburg";21;"Marseille";2;19966;0;"Fertilizers";FALSE;FALSE;FALSE;13;"USD";0;-4;TRUE;14613;0.16;0;0;0;0;5845;"ABC Logisitcs";0.03
"Voyage Charter";"Corpus Christi";21;"Shanghai";13;114962;0;"Grain";FALSE;FALSE;FALSE;11.82;"USD";0;27;FALSE;16705;0.46;0;0;0;0;6682;"ABC Logisitcs";0.01
"Voyage Charter";"Rotterdam";21;"Marseille";2;32172;0;"Iron Ore";FALSE;FALSE;FALSE;15.25;"USD";0;6;FALSE;20250;0.45;0;0;0;0;8100;"Brauner International";0.03
"Voyage Charter";"Rotterdam";21;"Hamburg";1;11375;0;"Agribulk";FALSE;FALSE;FALSE;15.98;"USD";0;6;TRUE;10853;0.33;0;0;0;0;4341;"Worldwide Freight";0.03
"Voyage Charter";"Chiba";21;"San Antonio";9;65595;0;"Steel Products";FALSE;FALSE;FALSE;20.04;"USD";0;-15;FALSE;17405;0.05;0;0;0;0;6962;"Omega Forwarding";0.02
"Voyage Charter";"Corpus Christi";21;"New York";3;24986;0;"Grain";FALSE;FALSE;FALSE;13.45;"USD";0;11;FALSE;15193;0.24;0;0;0;0;6077;"McCorran Freight";0.03
"Contract Of Affreightment";"Dampier";21;"Guangzhou";53;25716;12;"Steam Coal";FALSE;FALSE;FALSE;10.63;"USD";10;0;TRUE;15115;0;0;0;0;0;6046;"Allseas Cargo";0.03
"Voyage Charter";"New York";21;"Newcastle";10;145000;0;"Steam Coal";FALSE;FALSE;FALSE;11.25;"USD";0;14;TRUE;16378;0.23;0;0;0;0;6551;"Blue Mountain Logistics";0.03
"Voyage Charter";"Novorossiysk";21;"Marseille";2;21524;0;"Steel Products";FALSE;TRUE;FALSE;17;"USD";0;0;TRUE;15115;0.22;0;0;0;0;6046;"Bosman Freight Forwarders";0.01
"Contract Of Affreightment";"Rotterdam";21;"Marseille";53;88528;1;"Fertilizers";FALSE;FALSE;FALSE;10.29;"USD";8;0;TRUE;20250;0;0;0;0;0;8100;"Great Eagle Tranport Services";0.04
"Contract Of Affreightment";"Shanghai";21;"New York";53;145121;1;"Fertilizers";FALSE;FALSE;FALSE;13.07;"USD";10;0;FALSE;16875;0;0;0;0;0;6750;"ABC Logisitcs";0.04
"Voyage Charter";"Shanghai";21;"Gothenburg";9;46488;0;"Manufactureds";FALSE;TRUE;FALSE;23.19;"USD";0;7;FALSE;20250;0.19;0;0;0;0;8100;"Worldwide Freight";0.02
"Voyage Charter";"Pasir Gudang";21;"Rotterdam";9;59758;0;"Coal";FALSE;FALSE;FALSE;19.49;"USD";0;9;FALSE;17405;0.05;0;0;0;0;6962;"Brauner International";0.02
"Voyage Charter";"Dalian";21;"New York";10;25311;0;"Project";FALSE;FALSE;FALSE;52.22;"USD";0;9;FALSE;17373;0.39;0;0;0;0;6949;"McCorran Freight";0.03
"Voyage Charter";"Hamburg";21;"Rostock";2;2859;0;"Manufactureds";TRUE;TRUE;FALSE;25;"USD";0;2;TRUE;11538;0.49;0;0;0;0;4615;"Bosman Freight Forwarders";0.01
"Voyage Charter";"Antwerp";21;"Corpus Christi";5;46310;0;"Steel Products";FALSE;FALSE;FALSE;9.88;"USD";0;12;TRUE;19528;0.33;0;0;0;0;7811;"Worldwide Freight";0.03
"Voyage Charter";"Mina Saqr";21;"Richards Bay";4;35238;0;"Grain";FALSE;FALSE;FALSE;14.19;"USD";0;-10;TRUE;19528;0.39;0;0;0;0;7811;"Intercargo Services";0.04
"Voyage Charter";"Incheon";21;"Wilhelmshaven";10;128070;0;"Coal";FALSE;FALSE;FALSE;20.53;"USD";0;11;FALSE;16055;0.03;0;0;0;0;6422;"McCorran Freight";0.01
"Voyage Charter";"San Antonio";21;"Corpus Christi";8;96607;0;"Minor Ores";FALSE;FALSE;FALSE;11.39;"USD";0;19;FALSE;23063;0.21;0;0;0;0;9225;"Crafters Group";0.05
"Voyage Charter";"Tubarao";21;"Jeddah";6;46923;0;"Agribulk";FALSE;FALSE;FALSE;16.08;"USD";0;10;FALSE;16265;0.01;0;0;0;0;6506;"Cargo Excellence";0.05
"Voyage Charter";"New York";21;"Portland";10;85130;0;"Manufactureds";FALSE;FALSE;FALSE;16.86;"USD";0;9;TRUE;16718;0.13;0;0;0;0;6687;"ABC Logisitcs";0.04
"Voyage Charter";"Ensenada";21;"Corpus Christi";11;53366;0;"Manufactureds";FALSE;FALSE;FALSE;21.55;"USD";0;20;TRUE;21308;0.23;0;0;0;0;8523;"ABC Logisitcs";0.04
"Voyage Charter";"Antwerp";21;"Corpus Christi";6;58118;0;"Steel Products";FALSE;FALSE;FALSE;12.99;"USD";0;14;FALSE;16265;0.26;0;0;0;0;6506;"Worldwide Freight";0.03
"Voyage Charter";"Gijon";21;"Odessa";11;90215;0;"Coal";TRUE;TRUE;FALSE;5.77;"USD";0;61;TRUE;23063;0.37;0;0;0;0;9225;"Brauner International";0.03
"Voyage Charter";"Shanghai";22;"Mina Saqr";5;47235;0;"Fertilizers";FALSE;FALSE;FALSE;18.3;"USD";0;-16;FALSE;20278;0;0;0;0;0;8111;"Omega Forwarding";0.01
"Voyage Charter";"Dalian";22;"Karachi";5;79739;0;"Steel Products";FALSE;FALSE;FALSE;12.45;"USD";0;7;FALSE;19140;0.16;0;0;0;0;7656;"Omega Forwarding";0.01
"Voyage Charter";"Hai Phong";22;"Dampier";4;31000;0;"Fertilizers";FALSE;FALSE;FALSE;11.82;"USD";0;10;TRUE;21205;0.02;0;0;0;0;8482;"Blue Mountain Logistics";0.03
"Voyage Charter";"Dampier";22;"Odessa";10;13000;0;"Iron Ore";TRUE;TRUE;FALSE;38.26;"USD";0;19;TRUE;10853;0.37;0;0;0;0;4341;"Brauner International";0.01
"Voyage Charter";"Chiba";22;"Mina Saqr";8;141295;0;"Iron Ore";FALSE;FALSE;FALSE;10.53;"USD";0;26;TRUE;16378;0.08;0;0;0;0;6551;"Continental Maritime";0.04
"Voyage Charter";"Shanghai";22;"Guangzhou";1;24554;0;"Woodproducts";FALSE;FALSE;FALSE;19.93;"USD";0;6;TRUE;15115;0.21;0;0;0;0;6046;"Intercargo Services";0.04
"Voyage Charter";"Antwerp";22;"Odessa";9;72081;0;"Coal";TRUE;TRUE;FALSE;11.5;"USD";0;47;FALSE;20250;0.26;0;0;0;0;8100;"ABC Logisitcs";0.03
"Voyage Charter";"New York";22;"Corpus Christi";4;42078;0;"Manufactureds";FALSE;FALSE;FALSE;12.17;"USD";0;16;TRUE;17405;0.4;0;0;0;0;6962;"ABC Logisitcs";0.02
"Voyage Charter";"Marseille";22;"Gijon";3;24911;0;"Minor Ores";FALSE;FALSE;FALSE;14.41;"USD";0;7;TRUE;14548;0.43;0;0;0;0;5819;"Continental Maritime";0.04
"Voyage Charter";"Newcastle";22;"Kolkata";5;70617;0;"Agribulk";FALSE;FALSE;FALSE;16.6;"USD";0;10;FALSE;23063;0.08;0;0;0;0;9225;"Blue Mountain Logistics";0.05
"Contract Of Affreightment";"Antwerp";22;"Gothenburg";52;24500;7;"Iron Ore";FALSE;TRUE;FALSE;21.75;"USD";5;0;TRUE;14575;0;0;0;0;0;5830;"Brauner International";0.02
"Voyage Charter";"Tubarao";22;"Kamsar";2;10737;0;"Steam Coal";FALSE;FALSE;FALSE;24.35;"USD";0;6;FALSE;11110;0.32;0;0;0;0;4444;"Crafters Group";0.01
"Voyage Charter";"Rotterdam";22;"Antwerp";1;8466;0;"Steel Products";FALSE;FALSE;FALSE;22.47;"USD";0;5;FALSE;11110;0.12;0;0;0;0;4444;"Bosman Freight Forwarders";0.03
"Voyage Charter";"Guangzhou";22;"New York";9;22408;0;"Project";FALSE;FALSE;FALSE;35.18;"USD";0;7;FALSE;18243;0.45;0;0;0;0;7297;"McCorran Freight";0.01
"Voyage Charter";"San Antonio";22;"Antwerp";8;76510;0;"Alumina";FALSE;FALSE;FALSE;13.42;"USD";0;15;TRUE;18243;0.25;0;0;0;0;7297;"Worldwide Freight";0.04
"Voyage Charter";"Guangzhou";22;"Mina Saqr";5;33760;0;"Grain";FALSE;FALSE;FALSE;13.93;"USD";0;11;FALSE;20245;0.26;0;0;0;0;8098;"Cargo Excellence";0.03
"Voyage Charter";"Melbourne";22;"Shanghai";5;34750;0;"Grain";FALSE;FALSE;FALSE;16.81;"USD";0;11;TRUE;20245;0.27;0;0;0;0;8098;"Omega Forwarding";0.01
"Voyage Charter";"Gothenburg";22;"Tallinn";1;24000;0;"Coal";FALSE;TRUE;FALSE;21.27;"USD";0;5;FALSE;14575;0.04;0;0;0;0;5830;"Worldwide Freight";0.03
"Voyage Charter";"Dalian";22;"Izmir";11;117664;0;"Minor Ores";FALSE;FALSE;FALSE;13.29;"USD";0;9;FALSE;15918;0.39;0;0;0;0;6367;"Great Eagle Tranport Services";0.04
"Voyage Charter";"Dalian";23;"Rotterdam";11;36121;0;"Project";FALSE;FALSE;FALSE;64.8;"USD";0;-2;FALSE;15090;0.45;0;0;0;0;6036;"Omega Forwarding";0.02
"Voyage Charter";"Rotterdam";23;"Marseille";2;28130;0;"Manufactureds";FALSE;FALSE;FALSE;9.99;"USD";0;6;FALSE;20250;0.42;0;0;0;0;8100;"Great Eagle Tranport Services";0.03
"Voyage Charter";"Antwerp";23;"Marseille";2;35720;0;"Minor Ores";FALSE;FALSE;FALSE;11.99;"USD";0;-2;FALSE;17628;0.43;0;0;0;0;7051;"Worldwide Freight";0.02
"Voyage Charter";"Richards Bay";23;"Tallinn";6;23000;0;"Coal";FALSE;TRUE;FALSE;23.05;"USD";0;10;TRUE;15193;0.37;0;0;0;0;6077;"BYFCP";0.05
"Voyage Charter (Contract Of Affreightment)";"Rotterdam";23;"Richards Bay";5;31683;0;"Agribulk";FALSE;FALSE;FALSE;15.59;"USD";0;-4;FALSE;18063;0.14;0;0;0;0;7225;"Brauner International";0.03
"Voyage Charter";"Marseille";23;"Rotterdam";2;38871;0;"Coal";FALSE;FALSE;FALSE;5;"USD";0;-3;TRUE;17628;0.34;0;0;0;0;7051;"Worldwide Freight";0.01
"Voyage Charter";"Shanghai";23;"Corpus Christi";12;61807;0;"Manufactureds";FALSE;FALSE;FALSE;23.68;"USD";0;21;FALSE;17373;0.2;0;0;0;0;6949;"Omega Forwarding";0.03
"Voyage Charter";"Marseille";23;"Gijon";1;20946;0;"Minor Ores";FALSE;FALSE;FALSE;11.99;"USD";0;6;TRUE;14548;0.33;0;0;0;0;5819;"Continental Maritime";0.01
"Voyage Charter";"New York";23;"Corpus Christi";3;21250;0;"Agribulk";FALSE;FALSE;FALSE;15.21;"USD";0;10;FALSE;14548;0.3;0;0;0;0;5819;"McCorran Freight";0.03
"Voyage Charter";"Corpus Christi";23;"Kamsar";5;28150;0;"Grain";FALSE;FALSE;FALSE;16.25;"USD";0;10;FALSE;19528;0.34;0;0;0;0;7811;"Intercargo Services";0.01
"Voyage Charter";"Marseille";23;"Odessa";5;26523;0;"Coal";TRUE;TRUE;FALSE;19.4;"USD";0;11;FALSE;14548;0.32;0;0;0;0;5819;"Brauner International";0.02
"Voyage Charter";"Corpus Christi";23;"New York";4;75554;0;"Coal";FALSE;FALSE;FALSE;15.92;"USD";0;17;TRUE;21308;0.05;0;0;0;0;8523;"McCorran Freight";0.01
"Contract Of Affreightment";"Marseille";23;"Jeddah";53;98820;3;"Agribulk";FALSE;FALSE;FALSE;10.36;"USD";13;0;TRUE;15473;0;0;0;0;0;6189;"Cargo Excellence";0.02
"Voyage Charter";"Dalian";23;"Mina Saqr";7;52817;0;"Bauxite";FALSE;FALSE;FALSE;15.18;"USD";0;14;FALSE;20245;0.04;0;0;0;0;8098;"Mann Global Logistics";0.04
"Voyage Charter";"Wilhelmshaven";23;"Rotterdam";1;7176;0;"Iron Ore";FALSE;FALSE;FALSE;14.98;"USD";0;0;TRUE;11110;0.38;0;0;0;0;4444;"Worldwide Freight";0.03
"Time Charter";"Rotterdam";23;"Rotterdam";15;8902;0;"Ballast";FALSE;FALSE;FALSE;7646;"USD";0;0;FALSE;0;0;8902;15;5;15;4466;"McCorran Freight";0.02
"Voyage Charter";"Corpus Christi";23;"Chiba";12;92332;0;"Coal";FALSE;FALSE;FALSE;17.7;"USD";0;21;FALSE;19280;0.14;0;0;0;0;7712;"Omega Forwarding";0.02
"Voyage Charter";"Chiba";23;"Melbourne";6;41840;0;"Manufactureds";FALSE;FALSE;FALSE;9.67;"USD";0;16;TRUE;16015;0.18;0;0;0;0;6406;"Bosman Freight Forwarders";0.04
"Voyage Charter";"Kashima";23;"Mina Saqr";6;40732;0;"Grain";FALSE;FALSE;FALSE;14.99;"USD";0;14;TRUE;20265;0.06;0;0;0;0;8106;"Cargo Excellence";0.02
"Voyage Charter";"Karachi";23;"Antwerp";8;32036;0;"Manufactureds";FALSE;FALSE;FALSE;24.66;"USD";0;8;FALSE;20265;0.39;0;0;0;0;8106;"ABC Logisitcs";0.03
"Voyage Charter";"Corpus Christi";23;"Portland";13;59260;0;"Manufactureds";FALSE;FALSE;FALSE;21.31;"USD";0;22;FALSE;19280;0.19;0;0;0;0;7712;"ABC Logisitcs";0.05
"Voyage Charter";"Shanghai";24;"Newcastle";5;39186;0;"Manufactureds";FALSE;FALSE;FALSE;11.28;"USD";0;8;TRUE;16178;0.42;0;0;0;0;6471;"Bosman Freight Forwarders";0.01
"Voyage Charter";"Incheon";24;"Izmir";11;61604;0;"Manufactureds";FALSE;FALSE;FALSE;23.05;"USD";0;8;TRUE;16453;0.21;0;0;0;0;6581;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Antwerp";24;"Marseille";2;18950;0;"Alumina";FALSE;FALSE;FALSE;12.98;"USD";0;0;FALSE;15193;0.22;0;0;0;0;6077;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Rotterdam";24;"Dunkirk";1;13356;0;"Agribulk";FALSE;FALSE;FALSE;14;"USD";0;0;TRUE;15193;0.33;0;0;0;0;6077;"Worldwide Freight";0.02
"Voyage Charter";"Dampier";24;"Chiba";4;26146;0;"Iron Ore";FALSE;FALSE;FALSE;25.64;"USD";0;3;FALSE;15115;0.16;0;0;0;0;6046;"Blue Mountain Logistics";0.05
"Voyage Charter";"Odessa";24;"Jeddah";14;71000;0;"Steel Products";TRUE;TRUE;FALSE;12.32;"USD";0;46;FALSE;20250;0.18;0;0;0;0;8100;"Cargo Excellence";0.05
"Voyage Charter";"Wilhelmshaven";24;"Rotterdam";1;10120;0;"Iron Ore";FALSE;FALSE;FALSE;19.9;"USD";0;0;TRUE;13610;0.14;0;0;0;0;5444;"ABC Logisitcs";0.04
"Voyage Charter";"Tubarao";24;"Rio Grande";3;48780;0;"Iron Ore";FALSE;FALSE;FALSE;8.35;"USD";0;9;TRUE;17628;0.06;0;0;0;0;7051;"Crafters Group";0.04
"Voyage Charter";"Tubarao";24;"Rio Grande";2;14807;0;"Iron Ore";FALSE;FALSE;FALSE;16.55;"USD";0;7;FALSE;14548;0.44;0;0;0;0;5819;"Crafters Group";0.03
"Voyage Charter";"Hamburg";24;"Odessa";7;41789;0;"Steel Products";TRUE;TRUE;FALSE;7.16;"USD";0;32;FALSE;19528;0.4;0;0;0;0;7811;"ABC Logisitcs";0.04
"Voyage Charter";"Shanghai";24;"Pasir Gudang";2;27678;0;"Manufactureds";FALSE;FALSE;FALSE;25.67;"USD";0;6;FALSE;20245;0.39;0;0;0;0;8098;"Bosman Freight Forwarders";0.02
"Voyage Charter";"Antwerp";24;"Izmir";2;29734;0;"Agribulk";FALSE;FALSE;FALSE;10.99;"USD";0;6;TRUE;20245;0.15;0;0;0;0;8098;"Brauner International";0.02
